Timestamp/DeltaT,Message,Signal,Value
0 ms,RadarObj5,RelPosX5,-914.8
0 ms,RadarObj5,RelPosY5,-612.7
0 ms,RadarObj5,RelVelX5,-58.099999999999994
0 ms,RadarObj5,RelAccX5,-42.4
0 ms,RadarObj6,RelPosX6,5317.200000000001
0 ms,RadarObj6,RelPosY6,5541.1
0 ms,RadarObj6,RelVelX6,-29.799999999999997
0 ms,RadarObj6,RelAccX6,-1.0
0 ms,RadarObj7,RelPosX7,4669.5
0 ms,RadarObj7,RelPosY7,-2.599999999999909
0 ms,RadarObj7,RelVelX7,-90.1
0 ms,RadarObj7,RelAccX7,6462.200000000001
0 ms,RadarObj8,RelPosX8,5500.700000000001
0 ms,RadarObj8,RelPosY8,-396.6
0 ms,RadarObj8,RelVelX8,6383.0
0 ms,RadarObj8,RelAccX8,6470.700000000001
0 ms,RadarObj9,RelPosX9,-476.19999999999993
0 ms,RadarObj9,RelPosY9,4840.900000000001
0 ms,RadarObj9,RelVelX9,6422.0
0 ms,RadarObj9,RelAccX9,-7.599999999999994
0 ms,RadarObj10,RelPosX10,-548.3
0 ms,RadarObj10,RelPosY10,4975.400000000001
0 ms,RadarObj10,RelVelX10,-88.1
0 ms,RadarObj10,RelAccX10,-33.8
103 ms,VehicleStatus,VehicleSpeed,67.48
103 ms,VehicleStatus,SteeringAngle,-4047.6
0 ms,VehicleAccel,LateralAccel,65.186
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,-36.5
0 ms,RadarObj1,RelPosY1,-887.2
0 ms,RadarObj1,RelVelX1,-63.1
0 ms,RadarObj1,RelAccX1,6493.1
0 ms,RadarObj2,RelPosX2,5209.900000000001
0 ms,RadarObj2,RelPosY2,-156.79999999999995
0 ms,RadarObj2,RelVelX2,-63.4
0 ms,RadarObj2,RelAccX2,6497.0
0 ms,RadarObj3,RelPosX3,4792.1
0 ms,RadarObj3,RelPosY3,5475.6
0 ms,RadarObj3,RelVelX3,-7.099999999999994
0 ms,RadarObj3,RelAccX3,6482.5
0 ms,RadarObj4,RelPosX4,5332.900000000001
0 ms,RadarObj4,RelPosY4,4637.900000000001
0 ms,RadarObj4,RelVelX4,6389.400000000001
0 ms,RadarObj4,RelAccX4,6464.700000000001
0 ms,RadarObj5,RelPosX5,-501.09999999999997
0 ms,RadarObj5,RelPosY5,-885.1
0 ms,RadarObj5,RelVelX5,6437.3
0 ms,RadarObj5,RelAccX5,-7.399999999999999
0 ms,RadarObj6,RelPosX6,-611.5
0 ms,RadarObj6,RelPosY6,-598.4
0 ms,RadarObj6,RelVelX6,6387.3
0 ms,RadarObj6,RelAccX6,6466.3
0 ms,RadarObj7,RelPosX7,-426.5
0 ms,RadarObj7,RelPosY7,5462.200000000001
0 ms,RadarObj7,RelVelX7,-91.3
0 ms,RadarObj7,RelAccX7,-26.4
0 ms,RadarObj8,RelPosX8,4932.5
0 ms,RadarObj8,RelPosY8,-287.5999999999999
0 ms,RadarObj8,RelVelX8,-52.0
0 ms,RadarObj8,RelAccX8,6471.1
0 ms,RadarObj9,RelPosX9,-515.2
0 ms,RadarObj9,RelPosY9,4649.5
0 ms,RadarObj9,RelVelX9,-57.8
0 ms,RadarObj9,RelAccX9,-47.2
0 ms,RadarObj10,RelPosX10,-626.9
0 ms,RadarObj10,RelPosY10,5203.1
0 ms,RadarObj10,RelVelX10,6427.900000000001
0 ms,RadarObj10,RelAccX10,-13.0
100 ms,VehicleStatus,VehicleSpeed,245.26
100 ms,VehicleStatus,SteeringAngle,-2292.7
0 ms,VehicleAccel,LateralAccel,62.29
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
1 ms,RadarObj1,RelPosX1,5423.200000000001
1 ms,RadarObj1,RelPosY1,-426.19999999999993
1 ms,RadarObj1,RelVelX1,-73.1
1 ms,RadarObj1,RelAccX1,-48.8
0 ms,RadarObj2,RelPosX2,-453.29999999999995
0 ms,RadarObj2,RelPosY2,-6.0
0 ms,RadarObj2,RelVelX2,6372.400000000001
0 ms,RadarObj2,RelAccX2,-9.599999999999994
0 ms,RadarObj3,RelPosX3,4653.1
0 ms,RadarObj3,RelPosY3,5258.5
0 ms,RadarObj3,RelVelX3,-32.89999999999999
0 ms,RadarObj3,RelAccX3,-8.899999999999999
0 ms,RadarObj4,RelPosX4,-215.5
0 ms,RadarObj4,RelPosY4,4645.0
0 ms,RadarObj4,RelVelX4,6434.200000000001
0 ms,RadarObj4,RelAccX4,6461.6
0 ms,RadarObj5,RelPosX5,5016.6
0 ms,RadarObj5,RelPosY5,-229.89999999999998
0 ms,RadarObj5,RelVelX5,6405.8
0 ms,RadarObj5,RelAccX5,6466.1
0 ms,RadarObj6,RelPosX6,5156.1
0 ms,RadarObj6,RelPosY6,4676.900000000001
0 ms,RadarObj6,RelVelX6,-66.3
0 ms,RadarObj6,RelAccX6,6475.3
0 ms,RadarObj7,RelPosX7,-974.0
0 ms,RadarObj7,RelPosY7,5205.6
0 ms,RadarObj7,RelVelX7,-76.9
0 ms,RadarObj7,RelAccX7,6459.6
0 ms,RadarObj8,RelPosX8,4730.6
0 ms,RadarObj8,RelPosY8,5278.900000000001
0 ms,RadarObj8,RelVelX8,6361.5
0 ms,RadarObj8,RelAccX8,6475.1
0 ms,RadarObj9,RelPosX9,4689.900000000001
0 ms,RadarObj9,RelPosY9,4849.0
0 ms,RadarObj9,RelVelX9,6388.900000000001
0 ms,RadarObj9,RelAccX9,-1.3999999999999986
0 ms,RadarObj10,RelPosX10,-585.5999999999999
0 ms,RadarObj10,RelPosY10,-584.8
0 ms,RadarObj10,RelVelX10,-81.9
0 ms,RadarObj10,RelAccX10,-38.0
100 ms,VehicleStatus,VehicleSpeed,211.65
100 ms,VehicleStatus,SteeringAngle,-4091.6
0 ms,VehicleAccel,LateralAccel,7.816
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,5181.0
0 ms,RadarObj1,RelPosY1,-311.19999999999993
0 ms,RadarObj1,RelVelX1,-69.4
0 ms,RadarObj1,RelAccX1,6490.400000000001
0 ms,RadarObj2,RelPosX2,-633.5999999999999
0 ms,RadarObj2,RelPosY2,4610.700000000001
0 ms,RadarObj2,RelVelX2,-45.199999999999996
0 ms,RadarObj2,RelAccX2,6492.700000000001
0 ms,RadarObj3,RelPosX3,-675.7
0 ms,RadarObj3,RelPosY3,-65.19999999999993
0 ms,RadarObj3,RelVelX3,6446.200000000001
0 ms,RadarObj3,RelAccX3,6470.400000000001
0 ms,RadarObj4,RelPosX4,-699.0
0 ms,RadarObj4,RelPosY4,5314.900000000001
0 ms,RadarObj4,RelVelX4,-16.69999999999999
0 ms,RadarObj4,RelAccX4,-31.099999999999998
0 ms,RadarObj5,RelPosX5,-275.79999999999995
0 ms,RadarObj5,RelPosY5,-246.5999999999999
0 ms,RadarObj5,RelVelX5,-62.4
0 ms,RadarObj5,RelAccX5,-39.5
0 ms,RadarObj6,RelPosX6,-691.8
0 ms,RadarObj6,RelPosY6,4690.5
0 ms,RadarObj6,RelVelX6,-88.6
0 ms,RadarObj6,RelAccX6,6494.900000000001
0 ms,RadarObj7,RelPosX7,5133.3
0 ms,RadarObj7,RelPosY7,-791.0
0 ms,RadarObj7,RelVelX7,6448.8
0 ms,RadarObj7,RelAccX7,6502.3
0 ms,RadarObj8,RelPosX8,-397.6
0 ms,RadarObj8,RelPosY8,-10.299999999999955
0 ms,RadarObj8,RelVelX8,6408.900000000001
0 ms,RadarObj8,RelAccX8,-16.5
0 ms,RadarObj9,RelPosX9,-366.4
0 ms,RadarObj9,RelPosY9,4902.5
0 ms,RadarObj9,RelVelX9,6376.400000000001
0 ms,RadarObj9,RelAccX9,-5.599999999999994
0 ms,RadarObj10,RelPosX10,-623.0
0 ms,RadarObj10,RelPosY10,5067.1
0 ms,RadarObj10,RelVelX10,6384.8
0 ms,RadarObj10,RelAccX10,6495.3
100 ms,VehicleStatus,VehicleSpeed,170.5
100 ms,VehicleStatus,SteeringAngle,-3923.2
0 ms,VehicleAccel,LateralAccel,63.978
1 ms,LaneInfo,LaneC0,0
1 ms,LaneInfo,LaneC1,0
1 ms,LaneInfo,LaneC2,1
1 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-678.8
0 ms,RadarObj1,RelPosY1,-515.7
0 ms,RadarObj1,RelVelX1,-47.199999999999996
0 ms,RadarObj1,RelAccX1,6457.400000000001
0 ms,RadarObj2,RelPosX2,-897.2
0 ms,RadarObj2,RelPosY2,4892.5
0 ms,RadarObj2,RelVelX2,6379.1
0 ms,RadarObj2,RelAccX2,-3.6999999999999957
0 ms,RadarObj3,RelPosX3,-416.5
0 ms,RadarObj3,RelPosY3,5509.3
0 ms,RadarObj3,RelVelX3,-80.8
0 ms,RadarObj3,RelAccX3,-8.5
0 ms,RadarObj4,RelPosX4,-198.79999999999995
0 ms,RadarObj4,RelPosY4,5362.200000000001
0 ms,RadarObj4,RelVelX4,-57.5
0 ms,RadarObj4,RelAccX4,-4.399999999999999
0 ms,RadarObj5,RelPosX5,-308.4
0 ms,RadarObj5,RelPosY5,-791.6
0 ms,RadarObj5,RelVelX5,6369.3
0 ms,RadarObj5,RelAccX5,6470.5
0 ms,RadarObj6,RelPosX6,4610.700000000001
0 ms,RadarObj6,RelPosY6,-150.69999999999993
0 ms,RadarObj6,RelVelX6,-81.0
0 ms,RadarObj6,RelAccX6,6469.400000000001
0 ms,RadarObj7,RelPosX7,-459.69999999999993
0 ms,RadarObj7,RelPosY7,-855.3
0 ms,RadarObj7,RelVelX7,-3.5
0 ms,RadarObj7,RelAccX7,6486.3
0 ms,RadarObj8,RelPosX8,5078.3
0 ms,RadarObj8,RelPosY8,-970.1
0 ms,RadarObj8,RelVelX8,6361.3
0 ms,RadarObj8,RelAccX8,-1.5999999999999943
0 ms,RadarObj9,RelPosX9,-633.3
0 ms,RadarObj9,RelPosY9,5157.200000000001
0 ms,RadarObj9,RelVelX9,6399.8
0 ms,RadarObj9,RelAccX9,-46.9
0 ms,RadarObj10,RelPosX10,-819.7
0 ms,RadarObj10,RelPosY10,-626.0
0 ms,RadarObj10,RelVelX10,-75.2
0 ms,RadarObj10,RelAccX10,6472.1
134 ms,VehicleStatus,VehicleSpeed,142.59
134 ms,VehicleStatus,SteeringAngle,-4523.2
0 ms,VehicleAccel,LateralAccel,1.604
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
1 ms,RadarObj1,RelPosX1,-930.5
1 ms,RadarObj1,RelPosY1,-256.9
1 ms,RadarObj1,RelVelX1,-29.0
1 ms,RadarObj1,RelAccX1,-41.0
0 ms,RadarObj2,RelPosX2,-426.4
0 ms,RadarObj2,RelPosY2,-27.199999999999932
0 ms,RadarObj2,RelVelX2,6358.0
0 ms,RadarObj2,RelAccX2,-45.0
0 ms,RadarObj3,RelPosX3,4930.8
0 ms,RadarObj3,RelPosY3,-812.3
0 ms,RadarObj3,RelVelX3,-47.699999999999996
0 ms,RadarObj3,RelAccX3,-10.699999999999996
0 ms,RadarObj4,RelPosX4,5229.1
0 ms,RadarObj4,RelPosY4,4788.6
0 ms,RadarObj4,RelVelX4,6398.900000000001
0 ms,RadarObj4,RelAccX4,6475.5
0 ms,RadarObj5,RelPosX5,-865.9
0 ms,RadarObj5,RelPosY5,-139.19999999999993
0 ms,RadarObj5,RelVelX5,6431.1
0 ms,RadarObj5,RelAccX5,-22.099999999999998
0 ms,RadarObj6,RelPosX6,5207.400000000001
0 ms,RadarObj6,RelPosY6,4722.700000000001
0 ms,RadarObj6,RelVelX6,-49.0
0 ms,RadarObj6,RelAccX6,-17.5
0 ms,RadarObj7,RelPosX7,4924.900000000001
0 ms,RadarObj7,RelPosY7,-906.9
0 ms,RadarObj7,RelVelX7,6448.3
0 ms,RadarObj7,RelAccX7,-10.099999999999994
0 ms,RadarObj8,RelPosX8,4998.900000000001
0 ms,RadarObj8,RelPosY8,-587.9
0 ms,RadarObj8,RelVelX8,-85.9
0 ms,RadarObj8,RelAccX8,-9.5
0 ms,RadarObj9,RelPosX9,5000.700000000001
0 ms,RadarObj9,RelPosY9,-118.09999999999991
0 ms,RadarObj9,RelVelX9,-90.8
0 ms,RadarObj9,RelAccX9,-43.9
0 ms,RadarObj10,RelPosX10,-721.8
0 ms,RadarObj10,RelPosY10,5092.400000000001
0 ms,RadarObj10,RelVelX10,6390.700000000001
0 ms,RadarObj10,RelAccX10,-14.600000000000001
109 ms,VehicleStatus,VehicleSpeed,104.96000000000001
109 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,0.705
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,0
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,4756.400000000001
0 ms,RadarObj1,RelPosY1,5310.400000000001
0 ms,RadarObj1,RelVelX1,6395.900000000001
0 ms,RadarObj1,RelAccX1,6469.400000000001
0 ms,RadarObj2,RelPosX2,-408.6
0 ms,RadarObj2,RelPosY2,-779.4
0 ms,RadarObj2,RelVelX2,6452.0
0 ms,RadarObj2,RelAccX2,-36.9
0 ms,RadarObj3,RelPosX3,-278.79999999999995
0 ms,RadarObj3,RelPosY3,4703.8
0 ms,RadarObj3,RelVelX3,-14.599999999999994
0 ms,RadarObj3,RelAccX3,-18.9
0 ms,RadarObj4,RelPosX4,-841.0
0 ms,RadarObj4,RelPosY4,5364.900000000001
0 ms,RadarObj4,RelVelX4,-31.299999999999997
0 ms,RadarObj4,RelAccX4,-23.2
0 ms,RadarObj5,RelPosX5,5525.6
0 ms,RadarObj5,RelPosY5,-673.9
0 ms,RadarObj5,RelVelX5,-40.8
0 ms,RadarObj5,RelAccX5,-24.4
0 ms,RadarObj6,RelPosX6,-773.3
0 ms,RadarObj6,RelPosY6,-907.0
0 ms,RadarObj6,RelVelX6,-47.599999999999994
0 ms,RadarObj6,RelAccX6,-29.9
0 ms,RadarObj7,RelPosX7,5319.8
0 ms,RadarObj7,RelPosY7,-342.0999999999999
0 ms,RadarObj7,RelVelX7,6364.400000000001
0 ms,RadarObj7,RelAccX7,-30.5
0 ms,RadarObj8,RelPosX8,4592.5
0 ms,RadarObj8,RelPosY8,-396.29999999999995
0 ms,RadarObj8,RelVelX8,6420.3
0 ms,RadarObj8,RelAccX8,6495.400000000001
0 ms,RadarObj9,RelPosX9,-168.39999999999998
0 ms,RadarObj9,RelPosY9,4685.5
0 ms,RadarObj9,RelVelX9,-13.099999999999994
0 ms,RadarObj9,RelAccX9,6489.8
0 ms,RadarObj10,RelPosX10,-673.3
0 ms,RadarObj10,RelPosY10,5038.200000000001
0 ms,RadarObj10,RelVelX10,6447.700000000001
0 ms,RadarObj10,RelAccX10,-17.6
90 ms,VehicleStatus,VehicleSpeed,147.38
90 ms,VehicleStatus,SteeringAngle,-5605.1
0 ms,VehicleAccel,LateralAccel,7.861
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-533.9
0 ms,RadarObj1,RelPosY1,-250.0999999999999
0 ms,RadarObj1,RelVelX1,-34.7
0 ms,RadarObj1,RelAccX1,-7.099999999999994
0 ms,RadarObj2,RelPosX2,4925.3
0 ms,RadarObj2,RelPosY2,5500.1
0 ms,RadarObj2,RelVelX2,6431.5
0 ms,RadarObj2,RelAccX2,6494.900000000001
0 ms,RadarObj3,RelPosX3,-405.6
0 ms,RadarObj3,RelPosY3,-589.9
0 ms,RadarObj3,RelVelX3,-0.19999999999998863
0 ms,RadarObj3,RelAccX3,-26.599999999999998
1 ms,RadarObj4,RelPosX4,-839.3
1 ms,RadarObj4,RelPosY4,5443.700000000001
1 ms,RadarObj4,RelVelX4,-8.5
1 ms,RadarObj4,RelAccX4,-41.7
0 ms,RadarObj5,RelPosX5,-970.8
0 ms,RadarObj5,RelPosY5,5204.0
0 ms,RadarObj5,RelVelX5,6411.3
0 ms,RadarObj5,RelAccX5,6468.3
0 ms,RadarObj6,RelPosX6,4758.6
0 ms,RadarObj6,RelPosY6,4760.6
0 ms,RadarObj6,RelVelX6,6444.900000000001
0 ms,RadarObj6,RelAccX6,6468.900000000001
0 ms,RadarObj7,RelPosX7,5022.3
0 ms,RadarObj7,RelPosY7,5267.0
0 ms,RadarObj7,RelVelX7,6366.8
0 ms,RadarObj7,RelAccX7,6479.8
0 ms,RadarObj8,RelPosX8,5307.0
0 ms,RadarObj8,RelPosY8,4925.5
0 ms,RadarObj8,RelVelX8,-29.89999999999999
0 ms,RadarObj8,RelAccX8,-15.100000000000001
0 ms,RadarObj9,RelPosX9,5073.400000000001
0 ms,RadarObj9,RelPosY9,5455.8
0 ms,RadarObj9,RelVelX9,6437.200000000001
0 ms,RadarObj9,RelAccX9,6470.3
0 ms,RadarObj10,RelPosX10,4573.200000000001
0 ms,RadarObj10,RelPosY10,-892.4
0 ms,RadarObj10,RelVelX10,-71.2
0 ms,RadarObj10,RelAccX10,-7.299999999999997
100 ms,VehicleStatus,VehicleSpeed,152.75
100 ms,VehicleStatus,SteeringAngle,-5001.4
0 ms,VehicleAccel,LateralAccel,57.339
1 ms,LaneInfo,LaneC0,1
1 ms,LaneInfo,LaneC1,0
1 ms,LaneInfo,LaneC2,1
1 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,5146.400000000001
0 ms,RadarObj1,RelPosY1,-523.4
0 ms,RadarObj1,RelVelX1,6442.8
0 ms,RadarObj1,RelAccX1,6486.0
0 ms,RadarObj2,RelPosX2,-719.2
0 ms,RadarObj2,RelPosY2,-486.69999999999993
0 ms,RadarObj2,RelVelX2,6438.5
0 ms,RadarObj2,RelAccX2,-35.8
0 ms,RadarObj3,RelPosX3,-728.0999999999999
0 ms,RadarObj3,RelPosY3,5484.5
0 ms,RadarObj3,RelVelX3,6431.200000000001
0 ms,RadarObj3,RelAccX3,6460.0
0 ms,RadarObj4,RelPosX4,-102.59999999999991
0 ms,RadarObj4,RelPosY4,4736.8
0 ms,RadarObj4,RelVelX4,-26.799999999999997
0 ms,RadarObj4,RelAccX4,-49.6
0 ms,RadarObj5,RelPosX5,-210.39999999999998
0 ms,RadarObj5,RelPosY5,5120.5
0 ms,RadarObj5,RelVelX5,6421.8
0 ms,RadarObj5,RelAccX5,6478.8
0 ms,RadarObj6,RelPosX6,5093.900000000001
0 ms,RadarObj6,RelPosY6,5288.0
0 ms,RadarObj6,RelVelX6,-63.6
0 ms,RadarObj6,RelAccX6,-15.100000000000001
1 ms,RadarObj7,RelPosX7,4948.700000000001
1 ms,RadarObj7,RelPosY7,-529.2
1 ms,RadarObj7,RelVelX7,6373.6
1 ms,RadarObj7,RelAccX7,-11.899999999999999
0 ms,RadarObj8,RelPosX8,5363.200000000001
0 ms,RadarObj8,RelPosY8,-965.0
0 ms,RadarObj8,RelVelX8,6390.700000000001
0 ms,RadarObj8,RelAccX8,-2.5999999999999943
0 ms,RadarObj9,RelPosX9,-507.79999999999995
0 ms,RadarObj9,RelPosY9,-281.0
0 ms,RadarObj9,RelVelX9,6354.3
0 ms,RadarObj9,RelAccX9,-45.7
0 ms,RadarObj10,RelPosX10,-121.39999999999998
0 ms,RadarObj10,RelPosY10,5273.6
0 ms,RadarObj10,RelVelX10,6445.0
0 ms,RadarObj10,RelAccX10,-41.8
99 ms,VehicleStatus,VehicleSpeed,136.82
99 ms,VehicleStatus,SteeringAngle,-3095.3999999999996
0 ms,VehicleAccel,LateralAccel,9.379
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,5472.3
0 ms,RadarObj1,RelPosY1,5184.400000000001
0 ms,RadarObj1,RelVelX1,6399.0
0 ms,RadarObj1,RelAccX1,-40.4
0 ms,RadarObj2,RelPosX2,5530.200000000001
0 ms,RadarObj2,RelPosY2,4859.0
0 ms,RadarObj2,RelVelX2,-31.0
0 ms,RadarObj2,RelAccX2,-13.600000000000001
0 ms,RadarObj3,RelPosX3,-572.9
0 ms,RadarObj3,RelPosY3,4600.700000000001
0 ms,RadarObj3,RelVelX3,6421.700000000001
0 ms,RadarObj3,RelAccX3,-24.299999999999997
0 ms,RadarObj4,RelPosX4,-787.4
0 ms,RadarObj4,RelPosY4,-995.4
0 ms,RadarObj4,RelVelX4,-11.0
0 ms,RadarObj4,RelAccX4,-27.599999999999998
1 ms,RadarObj5,RelPosX5,-961.7
1 ms,RadarObj5,RelPosY5,5095.1
1 ms,RadarObj5,RelVelX5,-35.39999999999999
1 ms,RadarObj5,RelAccX5,6457.5
0 ms,RadarObj6,RelPosX6,-472.0
0 ms,RadarObj6,RelPosY6,5377.200000000001
0 ms,RadarObj6,RelVelX6,6416.8
0 ms,RadarObj6,RelAccX6,6475.900000000001
0 ms,RadarObj7,RelPosX7,4658.8
0 ms,RadarObj7,RelPosY7,-303.69999999999993
0 ms,RadarObj7,RelVelX7,-71.3
0 ms,RadarObj7,RelAccX7,-2.6999999999999957
0 ms,RadarObj8,RelPosX8,-153.29999999999995
0 ms,RadarObj8,RelPosY8,5072.3
0 ms,RadarObj8,RelVelX8,6435.5
0 ms,RadarObj8,RelAccX8,-43.7
0 ms,RadarObj9,RelPosX9,4596.200000000001
0 ms,RadarObj9,RelPosY9,-315.69999999999993
0 ms,RadarObj9,RelVelX9,-34.0
0 ms,RadarObj9,RelAccX9,6460.6
0 ms,RadarObj10,RelPosX10,4909.200000000001
0 ms,RadarObj10,RelPosY10,-772.1
0 ms,RadarObj10,RelVelX10,-60.599999999999994
0 ms,RadarObj10,RelAccX10,-13.299999999999997
101 ms,VehicleStatus,VehicleSpeed,127.42
101 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,61.406
0 ms,LaneInfo,LaneC0,1
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,1
0 ms,RadarObj1,RelPosX1,5545.3
0 ms,RadarObj1,RelPosY1,4972.8
0 ms,RadarObj1,RelVelX1,6449.400000000001
0 ms,RadarObj1,RelAccX1,-13.5
1 ms,RadarObj2,RelPosX2,-11.299999999999955
1 ms,RadarObj2,RelPosY2,4858.900000000001
1 ms,RadarObj2,RelVelX2,6426.1
1 ms,RadarObj2,RelAccX2,6502.5
0 ms,RadarObj3,RelPosX3,-903.9
0 ms,RadarObj3,RelPosY3,5315.200000000001
0 ms,RadarObj3,RelVelX3,6375.5
0 ms,RadarObj3,RelAccX3,-28.7
0 ms,RadarObj4,RelPosX4,5437.0
0 ms,RadarObj4,RelPosY4,4902.900000000001
0 ms,RadarObj4,RelVelX4,6450.3
0 ms,RadarObj4,RelAccX4,6486.900000000001
0 ms,RadarObj5,RelPosX5,-929.6
0 ms,RadarObj5,RelPosY5,5468.3
0 ms,RadarObj5,RelVelX5,6394.5
0 ms,RadarObj5,RelAccX5,6458.900000000001
0 ms,RadarObj6,RelPosX6,-761.8
0 ms,RadarObj6,RelPosY6,-925.6
0 ms,RadarObj6,RelVelX6,6442.5
0 ms,RadarObj6,RelAccX6,6462.0
0 ms,RadarObj7,RelPosX7,5423.900000000001
0 ms,RadarObj7,RelPosY7,-209.69999999999993
0 ms,RadarObj7,RelVelX7,6386.6
0 ms,RadarObj7,RelAccX7,6483.5
0 ms,RadarObj8,RelPosX8,-930.8
0 ms,RadarObj8,RelPosY8,-499.5
0 ms,RadarObj8,RelVelX8,-38.0
0 ms,RadarObj8,RelAccX8,6465.200000000001
0 ms,RadarObj9,RelPosX9,4963.400000000001
0 ms,RadarObj9,RelPosY9,4814.900000000001
0 ms,RadarObj9,RelVelX9,6422.3
0 ms,RadarObj9,RelAccX9,6468.900000000001
0 ms,RadarObj10,RelPosX10,-27.699999999999932
0 ms,RadarObj10,RelPosY10,-669.7
0 ms,RadarObj10,RelVelX10,6409.200000000001
0 ms,RadarObj10,RelAccX10,-26.099999999999998
103 ms,VehicleStatus,VehicleSpeed,102.28
103 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,61.177
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,1
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,-189.29999999999995
0 ms,RadarObj1,RelPosY1,5487.8
0 ms,RadarObj1,RelVelX1,-5.099999999999994
0 ms,RadarObj1,RelAccX1,-12.199999999999996
1 ms,RadarObj2,RelPosX2,4889.6
1 ms,RadarObj2,RelPosY2,5006.3
1 ms,RadarObj2,RelVelX2,-17.19999999999999
1 ms,RadarObj2,RelAccX2,-23.099999999999998
0 ms,RadarObj3,RelPosX3,-922.8
0 ms,RadarObj3,RelPosY3,5195.5
0 ms,RadarObj3,RelVelX3,6431.5
0 ms,RadarObj3,RelAccX3,6483.1
0 ms,RadarObj4,RelPosX4,5193.0
0 ms,RadarObj4,RelPosY4,-466.1
0 ms,RadarObj4,RelVelX4,-38.099999999999994
0 ms,RadarObj4,RelAccX4,6457.900000000001
0 ms,RadarObj5,RelPosX5,5031.6
0 ms,RadarObj5,RelPosY5,5513.6
0 ms,RadarObj5,RelVelX5,6356.0
0 ms,RadarObj5,RelAccX5,-29.599999999999998
0 ms,RadarObj6,RelPosX6,5330.0
0 ms,RadarObj6,RelPosY6,4971.700000000001
0 ms,RadarObj6,RelVelX6,6364.3
0 ms,RadarObj6,RelAccX6,-30.9
0 ms,RadarObj7,RelPosX7,-492.2
0 ms,RadarObj7,RelPosY7,-925.8
0 ms,RadarObj7,RelVelX7,-10.5
0 ms,RadarObj7,RelAccX7,6475.700000000001
0 ms,RadarObj8,RelPosX8,-175.0
0 ms,RadarObj8,RelPosY8,-71.69999999999993
0 ms,RadarObj8,RelVelX8,6414.6
0 ms,RadarObj8,RelAccX8,-27.4
0 ms,RadarObj9,RelPosX9,5035.5
0 ms,RadarObj9,RelPosY9,5059.8
0 ms,RadarObj9,RelVelX9,-16.39999999999999
0 ms,RadarObj9,RelAccX9,-14.199999999999996
0 ms,RadarObj10,RelPosX10,-958.3
0 ms,RadarObj10,RelPosY10,5260.3
0 ms,RadarObj10,RelVelX10,6369.400000000001
0 ms,RadarObj10,RelAccX10,-28.5
100 ms,VehicleStatus,VehicleSpeed,217.69
100 ms,VehicleStatus,SteeringAngle,-4523.299999999999
0 ms,VehicleAccel,LateralAccel,65.006
0 ms,LaneInfo,LaneC0,0
0 ms,LaneInfo,LaneC1,0
0 ms,LaneInfo,LaneC2,1
0 ms,LaneInfo,LaneC3,0
0 ms,RadarObj1,RelPosX1,4980.900000000001
0 ms,RadarObj1,RelPosY1,5067.5
0 ms,RadarObj1,RelVelX1,-91.9
0 ms,RadarObj1,RelAccX1,-6.399999999999999
0 ms,RadarObj2,RelPosX2,4687.900000000001
0 ms,RadarObj2,RelPosY2,-772.3
0 ms,RadarObj2,RelVelX2,-59.099999999999994
0 ms,RadarObj2,RelAccX2,6484.0
0 ms,RadarObj3,RelPosX3,-894.3
0 ms,RadarObj3,RelPosY3,-566.4
0 ms,RadarObj3,RelVelX3,-40.099999999999994
